,total,data,border
0,0.14836489978629547,0.17867767936116583,0.11805211891931994
1,0.013703783557333567,0.00999008412766564,0.017461473699304852
2,0.006262862574760322,0.00632867314577759,0.0061963737655143895
3,0.0046199646585427965,0.0049523509189568545,0.004284148241763373
4,0.003972514689824468,0.0042249892751599575,0.003717402505032994
5,0.003644826892601164,0.003768752303181423,0.0035195953999967635
6,0.003419366335865479,0.003442459027035846,0.0033960292787963264
7,0.0032395663796117653,0.00320443286498947,0.0032750715553346607
8,0.003104936023167259,0.0030199286842101567,0.0031908418245807486
9,0.003013433376513608,0.002881476493390115,0.0031467788371241636
10,0.002944181559027524,0.002770778196337106,0.0031193984880786133
11,0.002855766735443318,0.0026725082344993636,0.0030409285539502017
12,0.0028037152647435127,0.002589535376931484,0.0030201025550963137
13,0.0027396279075802923,0.0025158385036268957,0.0029657029694093538
14,0.0026928174017636745,0.002460543351300113,0.0029274412047199986
15,0.002639122724950731,0.0024025878149762495,0.0028780271866460433
16,0.0026076156743900015,0.0023580226514421337,0.0028596832680313645
17,0.002553151390684006,0.002312525625557856,0.0027961370500701444
18,0.0025163607094325015,0.002270841837261204,0.0027642627281637432
19,0.002483929686194232,0.0022357299285768358,0.002734512230288144
20,0.00244628008780395,0.002201639370082899,0.0026932442204204497
21,0.002412508112248835,0.002169205538193892,0.0026580959997112834
22,0.002377292219394663,0.0021370301045033637,0.0026197862870584766
23,0.0023564236146305594,0.002116756897104589,0.0025982921985019973
24,0.0023080208714029663,0.002083594668181138,0.002534486140144077
25,0.002289027218950224,0.0020667933334537723,0.002513258995066907
26,0.0022447128862690727,0.0020456476660503133,0.002445548831543944
27,0.00219878871357432,0.002019130631822634,0.002380030053957655
28,0.0021428024695554116,0.0019994727584083114,0.0022873841032658043
29,0.0020789473230863834,0.001971493199541307,0.00218733336293587
