,total,data,border
0,0.142175722203485,0.16780067066120374,0.11655077343812217
1,0.01894589056269274,0.020578745928769175,0.01729668314392502
2,0.009963731111788953,0.012116809429654906,0.007787745255320608
3,0.0074386075437367265,0.009015355488514757,0.005843740531818585
4,0.006335550722003252,0.0074862505456579995,0.005170909315907024
5,0.005638953753270664,0.006474849195578495,0.00479255222973672
6,0.005191346070168911,0.00580042899186323,0.004574409730777189
7,0.004828640187086465,0.005281693873567147,0.004369638338396036
8,0.004588365275599249,0.004924848752172741,0.0042474059601527855
9,0.004393352180238332,0.0046437306621403725,0.004139612116305543
10,0.004196115366944873,0.004379075156660887,0.0040106823797467295
11,0.00409538926043034,0.004210374459765993,0.00397884212709307
12,0.003981195861479273,0.004057464373714707,0.0039038884556489633
13,0.0038731327381551833,0.003910325785718478,0.0038354327807573973
14,0.0038020258090711453,0.003804376569098315,0.0037996427520076642
15,0.0037288025366021198,0.0037021105209397182,0.003755858364012521
16,0.0036345478855781964,0.003601522244572699,0.0036680225429271494
17,0.003589359021189066,0.0035286186560354493,0.00365092416710637
18,0.003516725535076615,0.0034525059960648285,0.003581815546292726
19,0.0034580067463416803,0.0033826261296872055,0.003534405963734031
